기준일,지수,일간(%),MDD(%),갭12.5y(bp),용량(억),CU(억),CU괴리(bp),순도(%),복제100bp(만원),경보,미검사
2026-07-31,51013.1,25.38,-44.9,79.0,1692,30,9.1,29.81,38395,2,1
