,PR,TR,포트배당수익률(%)
2022-07-28,3907.3041960781115,4540.378191335232,1.9621376743856467
2022-07-29,3887.0320327226445,4517.064112323272,1.9621376743856467
2022-08-01,3898.693738527924,4531.346172729506,1.9621376743856467
2022-08-02,3867.6511570595717,4495.507708293481,1.9621376743856467
2022-08-03,3873.405189417011,4502.43768334592,1.9621376743856467
2022-08-04,3865.252763206569,4493.202684714866,1.9621376743856467
2022-08-05,3860.328885480742,4487.719941761771,1.9621376743856467
2022-08-08,3792.9949859873077,4410.153386528085,1.9621376743856467
2022-08-09,3723.6409759799612,4329.747365418233,1.9621376743856467
2022-08-10,3612.524065159989,4200.769330971602,1.9621376743856467
2022-08-11,3660.579737449769,4256.878816413041,1.9621376743856467
2022-08-12,3715.044328344326,4320.447633610952,1.9621376743856467
2022-08-16,3779.0867220659575,4395.870759164612,1.9621376743856467
2022-08-17,3760.652326605471,4374.662685481799,1.9621376743856467
2022-08-18,3785.4087592655364,4403.697713571021,1.9621376743856467
2022-08-19,3739.4910088147594,4350.513695666504,1.9621376743856467
2022-08-22,3658.1188084332657,4256.531375668297,1.9621376743856467
2022-08-23,3564.813899373064,4148.186033664342,1.9621376743856467
2022-08-24,3548.9012107931235,4129.891124213013,1.9621376743856467
2022-08-25,3604.6136614343777,4194.949591372098,1.9621376743856467
